yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2020-Dec,Canberra,Sydney,Canberra - Sydney,384,446
2020-Dec,Coffs Harbour,Sydney,Coffs Harbour - Sydney,326,379
2020-Dec,Darwin,Melbourne,Darwin - Melbourne,798,927
2020-Dec,Darwin,Perth,Darwin - Perth,1008,1171
2020-Dec,Darwin,Sydney,Darwin - Sydney,611,710
2020-Dec,Devonport,Melbourne,Devonport - Melbourne,436,506
2020-Dec,Dubbo,Sydney,Dubbo - Sydney,395,459
2020-Dec,Gold Coast,Sydney,Gold Coast - Sydney,166,193
2020-Dec,Hamilton Island,Sydney,Hamilton Island - Sydney,270,314
2020-Dec,Hobart,Melbourne,Hobart - Melbourne,106,123
2020-Dec,Hobart,Sydney,Hobart - Sydney,261,303
2020-Dec,Kalgoorlie,Perth,Kalgoorlie - Perth,358,416
2020-Dec,Karratha,Perth,Karratha - Perth,672,780
2020-Dec,Launceston,Melbourne,Launceston - Melbourne,122,142
2020-Dec,Launceston,Sydney,Launceston - Sydney,308,358
2020-Dec,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,274,318
2020-Dec,Sunshine Coast,Sydney,Sunshine Coast - Sydney,212,246
2020-Dec,Melbourne,Gold Coast,Melbourne - Gold Coast,370,430
2020-Dec,Melbourne,Mildura,Melbourne - Mildura,362,420
2020-Dec,Melbourne,Perth,Melbourne - Perth,608,706
2020-Dec,Melbourne,Sydney,Melbourne - Sydney,238,276
2020-Dec,Melbourne,Townsville,Melbourne - Townsville,534,620
2020-Dec,Melbourne,Newcastle,Melbourne - Newcastle,133,154
2020-Dec,Paraburdoo,Perth,Paraburdoo - Perth,729,847
2020-Dec,Perth,Newman,Perth - Newman,658,764
2020-Dec,Perth,Port Hedland,Perth - Port Hedland,575,668
2020-Dec,Perth,Sydney,Perth - Sydney,541,628
2020-Dec,Port Macquarie,Sydney,Port Macquarie - Sydney,441,512
2020-Dec,Proserpine,Sydney,Proserpine - Sydney,324,376
2020-Dec,Sydney,Tamworth,Sydney - Tamworth,294,341
2020-Dec,Sydney,Townsville,Sydney - Townsville,347,403
2020-Dec,Sydney,Wagga Wagga,Sydney - Wagga Wagga,256,297
2020-Dec,Newcastle,Gold Coast,Newcastle - Gold Coast,236,274
2020-Aug,Adelaide,Alice Springs,Adelaide - Alice Springs,468,548
2020-Aug,Adelaide,Brisbane,Adelaide - Brisbane,236,276
2020-Aug,Adelaide,Canberra,Adelaide - Canberra,548,642
2020-Aug,Adelaide,Darwin,Adelaide - Darwin,912,1068
2020-Aug,Adelaide,Gold Coast,Adelaide - Gold Coast,242,283
2020-Aug,Adelaide,Melbourne,Adelaide - Melbourne,130,152
2020-Aug,Adelaide,Perth,Adelaide - Perth,578,677
2020-Aug,Adelaide,Port Lincoln,Adelaide - Port Lincoln,262,307
2020-Aug,Adelaide,Sydney,Adelaide - Sydney,172,202
2020-Aug,Albury,Sydney,Albury - Sydney,297,348
2020-Aug,Armidale,Sydney,Armidale - Sydney,281,330
2020-Aug,Ballina,Sydney,Ballina - Sydney,173,203
2020-Aug,Brisbane,Cairns,Brisbane - Cairns,250,293
2020-Aug,Brisbane,Canberra,Brisbane - Canberra,430,504
2020-Aug,Brisbane,Darwin,Brisbane - Darwin,538,630
2020-Aug,Brisbane,Emerald,Brisbane - Emerald,368,431
2020-Aug,Brisbane,Gladstone,Brisbane - Gladstone,205,240
2020-Aug,Brisbane,Hamilton Island,Brisbane - Hamilton Island,474,555
2020-Aug,Brisbane,Hobart,Brisbane - Hobart,277,324
2020-Aug,Brisbane,Mackay,Brisbane - Mackay,216,253
2020-Aug,Brisbane,Melbourne,Brisbane - Melbourne,198,232
2020-Aug,Brisbane,Mount Isa,Brisbane - Mount Isa,738,864
2020-Aug,Brisbane,Perth,Brisbane - Perth,690,808
2020-Aug,Brisbane,Proserpine,Brisbane - Proserpine,230,269
2020-Aug,Brisbane,Rockhampton,Brisbane - Rockhampton,278,326
2020-Aug,Brisbane,Sydney,Brisbane - Sydney,158,185
2020-Aug,Brisbane,Townsville,Brisbane - Townsville,212,248
2020-Aug,Brisbane,Newcastle,Brisbane - Newcastle,148,173
2020-Aug,Broome,Perth,Broome - Perth,812,951
2020-Aug,Bundaberg,Brisbane,Bundaberg - Brisbane,222,260
2020-Aug,Cairns,Townsville,Cairns - Townsville,240,281
2020-Aug,Canberra,Melbourne,Canberra - Melbourne,378,443
2020-Aug,Canberra,Sydney,Canberra - Sydney,469,549
2020-Aug,Coffs Harbour,Sydney,Coffs Harbour - Sydney,250,293
2020-Aug,Darwin,Melbourne,Darwin - Melbourne,310,363
2020-Aug,Darwin,Perth,Darwin - Perth,598,700
2020-Aug,Dubbo,Sydney,Dubbo - Sydney,309,361
2020-Aug,Gold Coast,Sydney,Gold Coast - Sydney,222,260
2020-Aug,Hobart,Melbourne,Hobart - Melbourne,156,183
2020-Aug,Hobart,Sydney,Hobart - Sydney,183,214
2020-Aug,Kalgoorlie,Perth,Kalgoorlie - Perth,413,484
2020-Aug,Karratha,Perth,Karratha - Perth,738,864
2020-Aug,Launceston,Melbourne,Launceston - Melbourne,254,298
2020-Aug,Launceston,Sydney,Launceston - Sydney,132,155
2020-Aug,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,302
2020-Aug,Melbourne,Mildura,Melbourne - Mildura,298,349
2020-Aug,Melbourne,Perth,Melbourne - Perth,618,724
2020-Aug,Melbourne,Sydney,Melbourne - Sydney,231,271
2020-Aug,Paraburdoo,Perth,Paraburdoo - Perth,704,825
2020-Aug,Perth,Newman,Perth - Newman,658,771
2020-Aug,Perth,Port Hedland,Perth - Port Hedland,672,787
2020-Aug,Perth,Sydney,Perth - Sydney,674,789
2020-Aug,Port Macquarie,Sydney,Port Macquarie - Sydney,322,377
2020-Aug,Sydney,Tamworth,Sydney - Tamworth,294,344
2020-Aug,Sydney,Wagga Wagga,Sydney - Wagga Wagga,302,354
2020-Apr,Adelaide,Melbourne,Adelaide - Melbourne,130,155
2020-Apr,Adelaide,Port Lincoln,Adelaide - Port Lincoln,346,412
2020-Apr,Adelaide,Sydney,Adelaide - Sydney,162,193
2020-Apr,Albury,Sydney,Albury - Sydney,342,407
2020-Apr,Brisbane,Cairns,Brisbane - Cairns,280,333
2020-Apr,Brisbane,Darwin,Brisbane - Darwin,650,773
2020-Apr,Brisbane,Emerald,Brisbane - Emerald,368,438
2020-Apr,Brisbane,Gladstone,Brisbane - Gladstone,252,300
2020-Apr,Brisbane,Mackay,Brisbane - Mackay,290,345
